name,value,year,lastValue,rank,color
"Poliovirus",14479.0,1989.0,14367.0,5,"lightskyblue"
"HBV",13448.0,1989.0,12421.0,6,"lightskyblue"
"Mycobacterium leprae",13201.0,1989.0,12679.0,7,"salmon"
"Schistosoma",11980.0,1989.0,11528.0,8,"orange"
"Candida",11854.0,1989.0,11308.0,9,"olivedrab"
"Influenza virus",11506.0,1989.0,11311.0,10,"lightskyblue"
"Clostridium",9941.0,1989.0,9794.0,11,"salmon"
"Salmonella enterica",9199.0,1989.0,9076.0,12,"salmon"
"Streptococcus pyogenes",8736.0,1989.0,8658.0,13,"salmon"
"Neisseria gonorrhoeae",7945.0,1989.0,7721.0,14,"salmon"
"Measles virus",7818.0,1989.0,7608.0,15,"lightskyblue"
"HSV",7529.0,1989.0,7074.0,16,"lightskyblue"
"Toxoplasma",7419.0,1989.0,7195.0,17,"gold"
"Brucella",7228.0,1989.0,7076.0,18,"salmon"
"Varicella Zoster virus",6957.0,1989.0,6681.0,19,"lightskyblue"
"Echinococcus",6954.0,1989.0,6761.0,20,"orange"
"Leishmania",6614.0,1989.0,6317.0,21,"gold"
"Treponema",6567.0,1989.0,6424.0,22,"salmon"
"Chlamydia",5985.0,1989.0,5863.0,23,"salmon"
"Rubella",5338.0,1989.0,5257.0,24,"lightskyblue"
"Trypanosoma",5088.0,1989.0,4947.0,25,"gold"
"EBV",5079.0,1989.0,4971.0,26,"lightskyblue"
"Shigella",4997.0,1989.0,4898.0,27,"salmon"
"Leptospira",4781.0,1989.0,4684.0,28,"salmon"
"Entamoeba histolytica",4758.0,1989.0,4681.0,29,"gold"
"Rabies virus",4681.0,1989.0,4574.0,30,"lightskyblue"
"Trichomonas vaginalis",4536.0,1989.0,4484.0,31,"gold"
"Filarial worms",4339.0,1989.0,4140.0,32,"orange"
"Aspergillus",4214.0,1989.0,3994.0,33,"olivedrab"
"Variola",3917.0,1989.0,3889.0,34,"lightskyblue"
"Ascaris",3807.0,1989.0,3743.0,35,"orange"
"Vibrio cholerae",3787.0,1989.0,3719.0,36,"salmon"
"Trypanosoma cruzi",3457.0,1989.0,3338.0,37,"gold"
"Histoplasma capsulatum",3187.0,1989.0,3113.0,38,"olivedrab"
"Cryptococcus",2771.0,1989.0,2626.0,39,"olivedrab"
"Pneumocystis jirovecii",2729.0,1989.0,2413.0,40,"olivedrab"
"Mumps virus",2725.0,1989.0,2665.0,41,"lightskyblue"
"Trichinella",2688.0,1989.0,2613.0,42,"orange"
"Listeria monocytogenes",2679.0,1989.0,2505.0,43,"salmon"
"Rickettsia",2678.0,1989.0,2626.0,44,"salmon"
"Coccidia",2670.0,1989.0,2561.0,45,"gold"
"Actinomyces",2454.0,1989.0,2386.0,46,"olivedrab"
"Protozoan",2427.0,1989.0,2320.0,47,"gold"
"Giardia lamblia",2423.0,1989.0,2329.0,48,"gold"
"Yersinia pestis",2315.0,1989.0,2266.0,49,"salmon"
"Pasteurella",2275.0,1989.0,2169.0,50,"salmon"
"Trichophyton",2232.0,1989.0,2172.0,51,"olivedrab"
"Coxiella burnetii",2191.0,1989.0,2109.0,52,"salmon"
"Taenia solium.",2014.0,1989.0,1890.0,53,"orange"
"Legionella",1894.0,1989.0,1763.0,54,"salmon"
"Onchocerca",1862.0,1989.0,1806.0,55,"orange"
"Blastomyces dermatitidis",1712.0,1989.0,1682.0,56,"olivedrab"
"Fasciola",1657.0,1989.0,1616.0,57,"orange"
"HCV",1652.0,1989.0,1447.0,58,"lightskyblue"
"Vaccinia virus",1650.0,1989.0,1632.0,59,"lightskyblue"
"Strongyloides",1600.0,1989.0,1541.0,60,"orange"
"HPV",1595.0,1989.0,1423.0,61,"lightskyblue"
"Trichostrongyloidea",1592.0,1989.0,1526.0,62,"orange"
"Coccidioides",1555.0,1989.0,1533.0,63,"olivedrab"
"Borrelia",1552.0,1989.0,1199.0,64,"salmon"
"Newcastle disease virus",1398.0,1989.0,1380.0,65,"lightskyblue"
"YFV",1392.0,1989.0,1371.0,66,"lightskyblue"
"Sarcoptes scabiei",1364.0,1989.0,1324.0,67,"blueviolet"
"Acari",1362.0,1989.0,1321.0,68,"blueviolet"
"Enterobius vermicularis",1349.0,1989.0,1322.0,69,"orange"
"Babesia",1316.0,1989.0,1273.0,70,"gold"
"TBEV",1306.0,1989.0,1241.0,71,"lightskyblue"
"Ancylostoma",1273.0,1989.0,1256.0,72,"orange"
"Nocardial",1261.0,1989.0,1210.0,73,"salmon"
"Trichuris trichiura",1184.0,1989.0,1157.0,74,"orange"
"DENV",1163.0,1989.0,1091.0,75,"lightskyblue"
"Fly larva",1122.0,1989.0,1085.0,76,"blueviolet"
"Bacillus anthracis",1095.0,1989.0,1074.0,77,"salmon"
"Japanese encephalitis virus",1063.0,1989.0,1017.0,78,"lightskyblue"
"Tick",1056.0,1989.0,966.0,79,"blueviolet"
"Klebsiella",1038.0,1989.0,1027.0,80,"salmon"
"Bartonella",952.0,1989.0,921.0,81,"salmon"
"Hantavirus",951.0,1989.0,881.0,82,"lightskyblue"
"Actinomycetoma",931.0,1989.0,901.0,83,"salmon"
"Pediculus",890.0,1989.0,852.0,84,"blueviolet"
"LCMV",890.0,1989.0,859.0,85,"lightskyblue"
"Dirofilaria",860.0,1989.0,822.0,86,"orange"
"Sporothrix",825.0,1989.0,804.0,87,"olivedrab"
"Corynebacterium",817.0,1989.0,780.0,88,"salmon"
"Poxvirus",789.0,1989.0,770.0,89,"lightskyblue"
"Theileria",726.0,1989.0,684.0,90,"gold"
"Hymenolepis",700.0,1989.0,681.0,91,"orange"
"Opisthorchis",667.0,1989.0,622.0,92,"orange"
"Sarcocystis",607.0,1989.0,580.0,93,"gold"
"Orientia tsutsugamushi",579.0,1989.0,567.0,94,"salmon"
"Paragonimus",578.0,1989.0,555.0,95,"orange"
"Cryptosporidium",570.0,1989.0,463.0,96,"gold"
"JCV",547.0,1989.0,509.0,97,"lightskyblue"
"HDV",546.0,1989.0,431.0,98,"lightskyblue"
"Molluscum Contagiosum virus",528.0,1989.0,510.0,99,"lightskyblue"
"Toxocara",509.0,1989.0,480.0,100,"orange"
"Paracoccidioides brasiliensis",498.0,1989.0,474.0,101,"olivedrab"
"Ostertagia",482.0,1989.0,452.0,102,"orange"
"Eurotiomycetes",469.0,1989.0,460.0,103,"olivedrab"
"Haemophilus ducreyi",436.0,1989.0,407.0,104,"salmon"
"Burkholderia",431.0,1989.0,413.0,105,"salmon"
"Phlebovirus",429.0,1989.0,395.0,106,"lightskyblue"
"Staphylococcus aureus",423.0,1989.0,401.0,107,"salmon"
"Fusobacterium",402.0,1989.0,376.0,108,"salmon"
"Nematodes",385.0,1989.0,373.0,109,"orange"
"Trichostrongylus",379.0,1989.0,356.0,110,"orange"
"Haemonchus",364.0,1989.0,344.0,111,"orange"
"Diphyllobothrium",363.0,1989.0,351.0,112,"orange"
"Guinea worm",362.0,1989.0,349.0,113,"orange"
"Erysipelothrix",330.0,1989.0,327.0,114,"salmon"
"Clonorchis",302.0,1989.0,288.0,115,"orange"
"SLEV",301.0,1989.0,300.0,116,"lightskyblue"
"Bordetella",278.0,1989.0,257.0,117,"salmon"
"Rhinosporidium seeberi",246.0,1989.0,236.0,118,"olivedrab"
"Balantidium coli",242.0,1989.0,241.0,119,"gold"
"Oesophagostomum",235.0,1989.0,230.0,120,"orange"
"Hypoderma",224.0,1989.0,218.0,121,"orange"
"Coxsackievirus",214.0,1989.0,209.0,122,"lightskyblue"
"Lassa virus",212.0,1989.0,196.0,123,"lightskyblue"
"Orf virus",209.0,1989.0,202.0,124,"lightskyblue"
"Loa loa",198.0,1989.0,176.0,125,"orange"
"Dipetalonema",180.0,1989.0,174.0,126,"orange"
"Necator",180.0,1989.0,168.0,127,"orange"
"VEEV",177.0,1989.0,174.0,128,"lightskyblue"
"HHV",173.0,1989.0,158.0,129,"lightskyblue"
"Ascaridia",169.0,1989.0,166.0,130,"orange"
"Orthobunyavirus",161.0,1989.0,151.0,131,"lightskyblue"
"Spirometra",140.0,1989.0,132.0,132,"orange"
"Streptobacillus moniliformis or Spirillum minus",125.0,1989.0,124.0,133,"salmon"
"Mycobacterium avium",125.0,1989.0,38.0,134,"salmon"
"Dicrocoelium",125.0,1989.0,121.0,135,"orange"
"WNV",116.0,1989.0,106.0,136,"lightskyblue"
"Geotrichum candidum",106.0,1989.0,105.0,137,"olivedrab"
"Moniezia expansa",105.0,1989.0,103.0,138,"orange"
"CCHFV",88.0,1989.0,80.0,139,"lightskyblue"
"Coltivirus",88.0,1989.0,86.0,140,"lightskyblue"
"Marburg virus",87.0,1989.0,85.0,141,"lightskyblue"
"Mansonella",81.0,1989.0,75.0,142,"orange"
"HTLV1",81.0,1989.0,14.0,143,"lightskyblue"
"Bornavirus",72.0,1989.0,66.0,144,"lightskyblue"
"Cowpox virus",65.0,1989.0,63.0,145,"lightskyblue"
"Actinobacillus",57.0,1989.0,54.0,146,"salmon"
"Setaria",55.0,1989.0,51.0,147,"orange"
"Echinostoma",52.0,1989.0,45.0,148,"orange"
"Cochliomyia",52.0,1989.0,44.0,149,"blueviolet"
"KFDV",35.0,1989.0,34.0,150,"lightskyblue"
"Trombiculidae",26.0,1989.0,23.0,151,"blueviolet"
"OHFV",18.0,1989.0,16.0,152,"lightskyblue"
"Anaplasmataceae",12.0,1989.0,11.0,153,"salmon"
"Mycobacterium tuberculosis",68142.0,1990.0,66900.0,1,"salmon"
"HIV",30390.0,1990.0,23311.0,2,"lightskyblue"
"Plasmodium",18372.0,1990.0,17524.0,3,"gold"
"HAV",15581.0,1990.0,15391.0,4,"lightskyblue"
"Poliovirus",14602.0,1990.0,14479.0,5,"lightskyblue"
"HBV",14542.0,1990.0,13448.0,6,"lightskyblue"
"Mycobacterium leprae",13707.0,1990.0,13201.0,7,"salmon"
"Candida",12466.0,1990.0,11854.0,8,"olivedrab"
"Schistosoma",12367.0,1990.0,11980.0,9,"orange"
"Influenza virus",11721.0,1990.0,11506.0,10,"lightskyblue"
"Clostridium",10105.0,1990.0,9941.0,11,"salmon"
"Salmonella enterica",9329.0,1990.0,9199.0,12,"salmon"
"Streptococcus pyogenes",8800.0,1990.0,8736.0,13,"salmon"
"Neisseria gonorrhoeae",8158.0,1990.0,7945.0,14,"salmon"
"Measles virus",8094.0,1990.0,7818.0,15,"lightskyblue"
"HSV",7936.0,1990.0,7529.0,16,"lightskyblue"
"Toxoplasma",7666.0,1990.0,7419.0,17,"gold"
"Brucella",7378.0,1990.0,7228.0,18,"salmon"
"Varicella Zoster virus",7236.0,1990.0,6957.0,19,"lightskyblue"
"Echinococcus",7126.0,1990.0,6954.0,20,"orange"
"Leishmania",6950.0,1990.0,6614.0,21,"gold"
"Treponema",6700.0,1990.0,6567.0,22,"salmon"
"Chlamydia",6103.0,1990.0,5985.0,23,"salmon"
"Rubella",5430.0,1990.0,5338.0,24,"lightskyblue"
"Trypanosoma",5202.0,1990.0,5088.0,25,"gold"
"EBV",5186.0,1990.0,5079.0,26,"lightskyblue"
"Shigella",5121.0,1990.0,4997.0,27,"salmon"
"Leptospira",4879.0,1990.0,4781.0,28,"salmon"
"Entamoeba histolytica",4819.0,1990.0,4758.0,29,"gold"
"Rabies virus",4791.0,1990.0,4681.0,30,"lightskyblue"
"Trichomonas vaginalis",4609.0,1990.0,4536.0,31,"gold"
"Filarial worms",4505.0,1990.0,4339.0,32,"orange"
"Aspergillus",4445.0,1990.0,4214.0,33,"olivedrab"
"Variola",3935.0,1990.0,3917.0,34,"lightskyblue"
"Ascaris",3873.0,1990.0,3807.0,35,"orange"
"Vibrio cholerae",3859.0,1990.0,3787.0,36,"salmon"
"Trypanosoma cruzi",3592.0,1990.0,3457.0,37,"gold"
"Histoplasma capsulatum",3274.0,1990.0,3187.0,38,"olivedrab"
"Pneumocystis jirovecii",3085.0,1990.0,2729.0,39,"olivedrab"
"Cryptococcus",2912.0,1990.0,2771.0,40,"olivedrab"
"Listeria monocytogenes",2820.0,1990.0,2679.0,41,"salmon"
"Mumps virus",2777.0,1990.0,2725.0,42,"lightskyblue"
"Coccidia",2755.0,1990.0,2670.0,43,"gold"
"Trichinella",2755.0,1990.0,2688.0,44,"orange"
"Rickettsia",2719.0,1990.0,2678.0,45,"salmon"
"Protozoan",2556.0,1990.0,2427.0,46,"gold"
"Giardia lamblia",2529.0,1990.0,2423.0,47,"gold"
"Actinomyces",2524.0,1990.0,2454.0,48,"olivedrab"
"Pasteurella",2381.0,1990.0,2275.0,49,"salmon"
"Yersinia pestis",2358.0,1990.0,2315.0,50,"salmon"
"Trichophyton",2300.0,1990.0,2232.0,51,"olivedrab"
"Coxiella burnetii",2238.0,1990.0,2191.0,52,"salmon"
"Taenia solium.",2135.0,1990.0,2014.0,53,"orange"
"HCV",2120.0,1990.0,1652.0,54,"lightskyblue"
"Legionella",2036.0,1990.0,1894.0,55,"salmon"
"Onchocerca",1960.0,1990.0,1862.0,56,"orange"
"Borrelia",1877.0,1990.0,1552.0,57,"salmon"
"HPV",1811.0,1990.0,1595.0,58,"lightskyblue"
"Blastomyces dermatitidis",1739.0,1990.0,1712.0,59,"olivedrab"
"Fasciola",1702.0,1990.0,1657.0,60,"orange"
"Vaccinia virus",1665.0,1990.0,1650.0,61,"lightskyblue"
"Strongyloides",1663.0,1990.0,1600.0,62,"orange"
"Trichostrongyloidea",1633.0,1990.0,1592.0,63,"orange"
"Coccidioides",1597.0,1990.0,1555.0,64,"olivedrab"
"Sarcoptes scabiei",1419.0,1990.0,1364.0,65,"blueviolet"
"Newcastle disease virus",1418.0,1990.0,1398.0,66,"lightskyblue"
"YFV",1416.0,1990.0,1392.0,67,"lightskyblue"
"Acari",1395.0,1990.0,1362.0,68,"blueviolet"
"Enterobius vermicularis",1366.0,1990.0,1349.0,69,"orange"
"Babesia",1362.0,1990.0,1316.0,70,"gold"
"TBEV",1351.0,1990.0,1306.0,71,"lightskyblue"
"Nocardial",1312.0,1990.0,1261.0,72,"salmon"
"Ancylostoma",1286.0,1990.0,1273.0,73,"orange"
"DENV",1231.0,1990.0,1163.0,74,"lightskyblue"
"Trichuris trichiura",1204.0,1990.0,1184.0,75,"orange"
"Fly larva",1163.0,1990.0,1122.0,76,"blueviolet"
"Tick",1145.0,1990.0,1056.0,77,"blueviolet"
"Bacillus anthracis",1115.0,1990.0,1095.0,78,"salmon"
"Japanese encephalitis virus",1093.0,1990.0,1063.0,79,"lightskyblue"
"Klebsiella",1056.0,1990.0,1038.0,80,"salmon"
"Hantavirus",1022.0,1990.0,951.0,81,"lightskyblue"
"Bartonella",980.0,1990.0,952.0,82,"salmon"
"Actinomycetoma",959.0,1990.0,931.0,83,"salmon"
"Pediculus",930.0,1990.0,890.0,84,"blueviolet"
"LCMV",916.0,1990.0,890.0,85,"lightskyblue"
"Dirofilaria",902.0,1990.0,860.0,86,"orange"
"Corynebacterium",863.0,1990.0,817.0,87,"salmon"
"Sporothrix",850.0,1990.0,825.0,88,"olivedrab"
"Poxvirus",807.0,1990.0,789.0,89,"lightskyblue"
"Theileria",781.0,1990.0,726.0,90,"gold"
"Hymenolepis",724.0,1990.0,700.0,91,"orange"
"Opisthorchis",706.0,1990.0,667.0,92,"orange"
"Cryptosporidium",694.0,1990.0,570.0,93,"gold"
"HDV",670.0,1990.0,546.0,94,"lightskyblue"
"Sarcocystis",627.0,1990.0,607.0,95,"gold"
"Orientia tsutsugamushi",594.0,1990.0,579.0,96,"salmon"
"Paragonimus",589.0,1990.0,578.0,97,"orange"
"JCV",579.0,1990.0,547.0,98,"lightskyblue"
"Toxocara",550.0,1990.0,509.0,99,"orange"
"Molluscum Contagiosum virus",548.0,1990.0,528.0,100,"lightskyblue"
"Paracoccidioides brasiliensis",513.0,1990.0,498.0,101,"olivedrab"
"Ostertagia",502.0,1990.0,482.0,102,"orange"
"Eurotiomycetes",476.0,1990.0,469.0,103,"olivedrab"
"Burkholderia",460.0,1990.0,431.0,104,"salmon"
"Haemophilus ducreyi",458.0,1990.0,436.0,105,"salmon"
"Phlebovirus",445.0,1990.0,429.0,106,"lightskyblue"
"Staphylococcus aureus",444.0,1990.0,423.0,107,"salmon"
"Fusobacterium",428.0,1990.0,402.0,108,"salmon"
"Trichostrongylus",408.0,1990.0,379.0,109,"orange"
"Nematodes",403.0,1990.0,385.0,110,"orange"
"Haemonchus",397.0,1990.0,364.0,111,"orange"
"Guinea worm",392.0,1990.0,362.0,112,"orange"
"Diphyllobothrium",374.0,1990.0,363.0,113,"orange"
"Erysipelothrix",331.0,1990.0,330.0,114,"salmon"
"Clonorchis",319.0,1990.0,302.0,115,"orange"
"SLEV",310.0,1990.0,301.0,116,"lightskyblue"
"Bordetella",299.0,1990.0,278.0,117,"salmon"
"Rhinosporidium seeberi",256.0,1990.0,246.0,118,"olivedrab"
"Balantidium coli",247.0,1990.0,242.0,119,"gold"
"Oesophagostomum",238.0,1990.0,235.0,120,"orange"
"Hypoderma",230.0,1990.0,224.0,121,"orange"
"Lassa virus",223.0,1990.0,212.0,122,"lightskyblue"
"Loa loa",217.0,1990.0,198.0,123,"orange"
"Coxsackievirus",216.0,1990.0,214.0,124,"lightskyblue"
"Orf virus",215.0,1990.0,209.0,125,"lightskyblue"
"Mycobacterium avium",196.0,1990.0,125.0,126,"salmon"
"HHV",194.0,1990.0,173.0,127,"lightskyblue"
"Necator",190.0,1990.0,180.0,128,"orange"
"Dipetalonema",186.0,1990.0,180.0,129,"orange"
"VEEV",184.0,1990.0,177.0,130,"lightskyblue"
"Ascaridia",175.0,1990.0,169.0,131,"orange"
"HTLV1",166.0,1990.0,81.0,132,"lightskyblue"
"Orthobunyavirus",164.0,1990.0,161.0,133,"lightskyblue"
"Spirometra",146.0,1990.0,140.0,134,"orange"
"Dicrocoelium",128.0,1990.0,125.0,135,"orange"
"Streptobacillus moniliformis or Spirillum minus",126.0,1990.0,125.0,136,"salmon"
"WNV",121.0,1990.0,116.0,137,"lightskyblue"
"Geotrichum candidum",108.0,1990.0,106.0,138,"olivedrab"
"Moniezia expansa",106.0,1990.0,105.0,139,"orange"
"CCHFV",94.0,1990.0,88.0,140,"lightskyblue"
"Mansonella",89.0,1990.0,81.0,141,"orange"
"Marburg virus",88.0,1990.0,87.0,142,"lightskyblue"
"Bornavirus",79.0,1990.0,72.0,143,"lightskyblue"
"Cowpox virus",73.0,1990.0,65.0,144,"lightskyblue"
"Setaria",68.0,1990.0,55.0,145,"orange"
"Echinostoma",65.0,1990.0,52.0,146,"orange"
"Actinobacillus",62.0,1990.0,57.0,147,"salmon"
"Cochliomyia",59.0,1990.0,52.0,148,"blueviolet"
"Trombiculidae",29.0,1990.0,26.0,149,"blueviolet"
"Dientamoeba fragilis",24.0,1990.0,23.0,150,"gold"
"HEV",24.0,1990.0,12.0,151,"lightskyblue"
"Anaplasmataceae",13.0,1990.0,12.0,152,"salmon"
"HRSV",12.0,1990.0,11.0,153,"lightskyblue"
"Mycobacterium tuberculosis",69332.0,1991.0,68142.0,1,"salmon"
"HIV",38155.0,1991.0,30390.0,2,"lightskyblue"
"Plasmodium",19317.0,1991.0,18372.0,3,"gold"
"HAV",15741.0,1991.0,15581.0,4,"lightskyblue"
"HBV",15703.0,1991.0,14542.0,5,"lightskyblue"
"Poliovirus",14790.0,1991.0,14602.0,6,"lightskyblue"
"Mycobacterium leprae",14204.0,1991.0,13707.0,7,"salmon"
"Candida",12971.0,1991.0,12466.0,8,"olivedrab"
"Schistosoma",12718.0,1991.0,12367.0,9,"orange"
"Influenza virus",11949.0,1991.0,11721.0,10,"lightskyblue"
"Clostridium",10271.0,1991.0,10105.0,11,"salmon"
"Salmonella enterica",9480.0,1991.0,9329.0,12,"salmon"
"Streptococcus pyogenes",8875.0,1991.0,8800.0,13,"salmon"
"Measles virus",8359.0,1991.0,8094.0,14,"lightskyblue"
"HSV",8346.0,1991.0,7936.0,15,"lightskyblue"
"Neisseria gonorrhoeae",8330.0,1991.0,8158.0,16,"salmon"
"Toxoplasma",7880.0,1991.0,7666.0,17,"gold"
"Brucella",7498.0,1991.0,7378.0,18,"salmon"
"Varicella Zoster virus",7483.0,1991.0,7236.0,19,"lightskyblue"
"Leishmania",7311.0,1991.0,6950.0,20,"gold"
"Echinococcus",7287.0,1991.0,7126.0,21,"orange"
"Treponema",6817.0,1991.0,6700.0,22,"salmon"
"Chlamydia",6220.0,1991.0,6103.0,23,"salmon"
"Rubella",5514.0,1991.0,5430.0,24,"lightskyblue"
"Trypanosoma",5333.0,1991.0,5202.0,25,"gold"
"EBV",5273.0,1991.0,5186.0,26,"lightskyblue"
"Shigella",5265.0,1991.0,5121.0,27,"salmon"
"Leptospira",4971.0,1991.0,4879.0,28,"salmon"
"Rabies virus",4884.0,1991.0,4791.0,29,"lightskyblue"
"Entamoeba histolytica",4852.0,1991.0,4819.0,30,"gold"
"Aspergillus",4669.0,1991.0,4445.0,31,"olivedrab"
"Trichomonas vaginalis",4659.0,1991.0,4609.0,32,"gold"
"Filarial worms",4638.0,1991.0,4505.0,33,"orange"
"Vibrio cholerae",4008.0,1991.0,3859.0,34,"salmon"
"Variola",3953.0,1991.0,3935.0,35,"lightskyblue"
"Ascaris",3926.0,1991.0,3873.0,36,"orange"
"Trypanosoma cruzi",3767.0,1991.0,3592.0,37,"gold"
"Pneumocystis jirovecii",3520.0,1991.0,3085.0,38,"olivedrab"
"Histoplasma capsulatum",3360.0,1991.0,3274.0,39,"olivedrab"
"Cryptococcus",3037.0,1991.0,2912.0,40,"olivedrab"
"Listeria monocytogenes",2948.0,1991.0,2820.0,41,"salmon"
"Coccidia",2856.0,1991.0,2755.0,42,"gold"
"Trichinella",2840.0,1991.0,2755.0,43,"orange"
"Mumps virus",2816.0,1991.0,2777.0,44,"lightskyblue"
"Rickettsia",2780.0,1991.0,2719.0,45,"salmon"
"HCV",2771.0,1991.0,2120.0,46,"lightskyblue"
"Protozoan",2679.0,1991.0,2556.0,47,"gold"
"Giardia lamblia",2647.0,1991.0,2529.0,48,"gold"
"Actinomyces",2581.0,1991.0,2524.0,49,"olivedrab"
"Pasteurella",2471.0,1991.0,2381.0,50,"salmon"
"Yersinia pestis",2394.0,1991.0,2358.0,51,"salmon"
"Trichophyton",2352.0,1991.0,2300.0,52,"olivedrab"
"Coxiella burnetii",2293.0,1991.0,2238.0,53,"salmon"
"Borrelia",2258.0,1991.0,1877.0,54,"salmon"
"Taenia solium.",2236.0,1991.0,2135.0,55,"orange"
"Legionella",2157.0,1991.0,2036.0,56,"salmon"
"Onchocerca",2050.0,1991.0,1960.0,57,"orange"
"HPV",1995.0,1991.0,1811.0,58,"lightskyblue"
"Blastomyces dermatitidis",1768.0,1991.0,1739.0,59,"olivedrab"
"Fasciola",1752.0,1991.0,1702.0,60,"orange"
"Strongyloides",1719.0,1991.0,1663.0,61,"orange"
"Vaccinia virus",1680.0,1991.0,1665.0,62,"lightskyblue"
"Trichostrongyloidea",1645.0,1991.0,1633.0,63,"orange"
"Coccidioides",1629.0,1991.0,1597.0,64,"olivedrab"
"Sarcoptes scabiei",1471.0,1991.0,1419.0,65,"blueviolet"
"Newcastle disease virus",1444.0,1991.0,1418.0,66,"lightskyblue"
"Acari",1441.0,1991.0,1395.0,67,"blueviolet"
"YFV",1437.0,1991.0,1416.0,68,"lightskyblue"
"Babesia",1414.0,1991.0,1362.0,69,"gold"
"Enterobius vermicularis",1390.0,1991.0,1366.0,70,"orange"
"TBEV",1388.0,1991.0,1351.0,71,"lightskyblue"
"Nocardial",1367.0,1991.0,1312.0,72,"salmon"
"Ancylostoma",1306.0,1991.0,1286.0,73,"orange"
"DENV",1304.0,1991.0,1231.0,74,"lightskyblue"
"Tick",1245.0,1991.0,1145.0,75,"blueviolet"
"Trichuris trichiura",1237.0,1991.0,1204.0,76,"orange"
"Fly larva",1207.0,1991.0,1163.0,77,"blueviolet"
"Bacillus anthracis",1137.0,1991.0,1115.0,78,"salmon"
"Japanese encephalitis virus",1124.0,1991.0,1093.0,79,"lightskyblue"
"Hantavirus",1090.0,1991.0,1022.0,80,"lightskyblue"
"Klebsiella",1070.0,1991.0,1056.0,81,"salmon"
"Bartonella",1030.0,1991.0,980.0,82,"salmon"
"Pediculus",990.0,1991.0,930.0,83,"blueviolet"
"Actinomycetoma",986.0,1991.0,959.0,84,"salmon"
"LCMV",952.0,1991.0,916.0,85,"lightskyblue"
"Dirofilaria",952.0,1991.0,902.0,86,"orange"
"Corynebacterium",922.0,1991.0,863.0,87,"salmon"
"Sporothrix",872.0,1991.0,850.0,88,"olivedrab"
"HDV",836.0,1991.0,670.0,89,"lightskyblue"
"Cryptosporidium",834.0,1991.0,694.0,90,"gold"
"Poxvirus",828.0,1991.0,807.0,91,"lightskyblue"
"Theileria",817.0,1991.0,781.0,92,"gold"
"Hymenolepis",755.0,1991.0,724.0,93,"orange"
"Opisthorchis",753.0,1991.0,706.0,94,"orange"
"Sarcocystis",654.0,1991.0,627.0,95,"gold"
"Orientia tsutsugamushi",618.0,1991.0,594.0,96,"salmon"
"JCV",613.0,1991.0,579.0,97,"lightskyblue"
"Paragonimus",611.0,1991.0,589.0,98,"orange"
"Toxocara",593.0,1991.0,550.0,99,"orange"
"Molluscum Contagiosum virus",565.0,1991.0,548.0,100,"lightskyblue"
"Paracoccidioides brasiliensis",549.0,1991.0,513.0,101,"olivedrab"
"Ostertagia",522.0,1991.0,502.0,102,"orange"
"Burkholderia",492.0,1991.0,460.0,103,"salmon"
"Eurotiomycetes",486.0,1991.0,476.0,104,"olivedrab"
"Haemophilus ducreyi",476.0,1991.0,458.0,105,"salmon"
"Phlebovirus",467.0,1991.0,445.0,106,"lightskyblue"
"Staphylococcus aureus",461.0,1991.0,444.0,107,"salmon"
"Fusobacterium",445.0,1991.0,428.0,108,"salmon"
"Guinea worm",431.0,1991.0,392.0,109,"orange"
"Trichostrongylus",426.0,1991.0,408.0,110,"orange"
"Haemonchus",426.0,1991.0,397.0,111,"orange"
"Nematodes",411.0,1991.0,403.0,112,"orange"
"Diphyllobothrium",385.0,1991.0,374.0,113,"orange"
"Erysipelothrix",333.0,1991.0,331.0,114,"salmon"
"Clonorchis",332.0,1991.0,319.0,115,"orange"
"Bordetella",327.0,1991.0,299.0,116,"salmon"
"SLEV",316.0,1991.0,310.0,117,"lightskyblue"
"Mycobacterium avium",291.0,1991.0,196.0,118,"salmon"
"HTLV1",271.0,1991.0,166.0,119,"lightskyblue"
"Balantidium coli",251.0,1991.0,247.0,120,"gold"
"Oesophagostomum",242.0,1991.0,238.0,121,"orange"
"Hypoderma",239.0,1991.0,230.0,122,"orange"
"Lassa virus",229.0,1991.0,223.0,123,"lightskyblue"
"Orf virus",228.0,1991.0,215.0,124,"lightskyblue"
"Loa loa",227.0,1991.0,217.0,125,"orange"
"Coxsackievirus",221.0,1991.0,216.0,126,"lightskyblue"
"HHV",209.0,1991.0,194.0,127,"lightskyblue"
"VEEV",198.0,1991.0,184.0,128,"lightskyblue"
"Necator",197.0,1991.0,190.0,129,"orange"
"Dipetalonema",191.0,1991.0,186.0,130,"orange"
"Ascaridia",182.0,1991.0,175.0,131,"orange"
"Orthobunyavirus",177.0,1991.0,164.0,132,"lightskyblue"
"Spirometra",151.0,1991.0,146.0,133,"orange"
"Dicrocoelium",132.0,1991.0,128.0,134,"orange"
"WNV",128.0,1991.0,121.0,135,"lightskyblue"
"CCHFV",102.0,1991.0,94.0,136,"lightskyblue"
"Mansonella",92.0,1991.0,89.0,137,"orange"
"Marburg virus",92.0,1991.0,88.0,138,"lightskyblue"
"Coltivirus",90.0,1991.0,88.0,139,"lightskyblue"
"Bornavirus",89.0,1991.0,79.0,140,"lightskyblue"
"LIV",80.0,1991.0,78.0,141,"lightskyblue"
"Cowpox virus",79.0,1991.0,73.0,142,"lightskyblue"
